,name,speed
0,12,35.4
1,11,24.815384615384616
2,10,21.628571428571423
3,9,21.43404255319149
4,8,32.21052631578947
5,7,16.2144578313253
6,6,21.428571428571427
7,5,19.4
8,4,19.19375
9,3,13.76
10,2,20.285714285714285
11,1,25.00434782608696
12,0,18.500000000000004
13,12,32.4
14,11,26.815384615384616
15,10,26.628571428571423
16,9,24.43404255319149
17,8,31.210526315789473
18,7,17.2144578313253
19,6,17.428571428571427
20,5,21.4
21,4,24.19375
22,3,14.76
23,2,23.285714285714285
24,1,26.00434782608696
25,0,17.076923076923077
26,12,35.4
27,11,23.815384615384616
28,10,23.0258064516129
29,9,26.43404255319149
30,8,31.210526315789473
31,7,23.2144578313253
32,6,20.428571428571427
33,5,19.907692307692308
34,4,18.19375
35,3,13.76
36,2,17.285714285714285
37,1,29.00434782608696
38,0,22.500000000000004
39,12,36.4
40,11,27.815384615384616
41,10,23.628571428571423
42,9,22.43404255319149
43,8,32.21052631578947
44,7,16.2144578313253
45,6,17.428571428571427
46,5,16.4
47,4,22.19375
48,3,13.76
49,2,22.285714285714285
50,1,23.00434782608696
51,0,19.500000000000004
52,12,37.4
53,11,24.273469387755103
54,10,28.0258064516129
55,9,21.266666666666666
56,8,32.15
57,7,22.33103448275862
58,6,23.91891891891892
59,5,18.163636363636364
60,4,20.673684210526314
61,3,12.025
62,2,21.44
63,1,28.14090909090909
64,0,12.8
65,12,34.4
66,11,25.273469387755103
67,10,24.0258064516129
68,9,20.266666666666666
69,8,32.66666666666666
70,7,19.33103448275862
71,6,24.91891891891892
72,5,25.163636363636364
73,4,22.673684210526314
74,3,8.025
75,2,21.44
76,1,31.063529411764705
77,0,14.8
78,12,37.4
79,11,24.273469387755103
80,10,21.628571428571423
81,9,23.66792452830189
82,8,32.66666666666666
83,7,22.33103448275862
84,6,21.91891891891892
85,5,20.163636363636364
86,4,20.673684210526314
87,3,12.025
88,2,19.596774193548388
89,1,25.063529411764705
90,0,13.478260869565217
91,12,36.4
92,11,24.273469387755103
93,10,27.628571428571423
94,9,19.66792452830189
95,8,26.666666666666657
96,7,16.33103448275862
97,6,23.91891891891892
98,5,22.163636363636364
99,4,24.673684210526314
100,3,9.025
101,2,22.596774193548388
102,1,25.063529411764705
103,0,15.478260869565217
104,12,35.4
105,11,27.273469387755103
106,10,21.628571428571423
107,9,18.66792452830189
108,8,32.66666666666666
109,7,19.33103448275862
110,6,24.91891891891892
111,5,23.163636363636364
112,4,21.673684210526314
113,3,9.025
114,2,22.596774193548388
115,1,26.063529411764705
116,0,16.47826086956522
117,12,33.4
118,11,22.273469387755103
119,10,28.628571428571423
120,9,19.66792452830189
121,8,32.66666666666666
122,7,15.331034482758621
123,6,22.91891891891892
124,5,20.163636363636364
125,4,26.673684210526314
126,3,14.025
127,2,23.596774193548388
128,1,28.063529411764705
129,0,18.47826086956522
130,12,35.4
131,11,28.273469387755103
132,10,26.628571428571423
133,9,18.66792452830189
134,8,25.666666666666657
135,7,19.33103448275862
136,6,23.91891891891892
137,5,18.163636363636364
138,4,23.673684210526314
139,3,14.025
140,2,17.596774193548388
141,1,27.063529411764705
142,0,14.478260869565217
143,12,37.4
144,11,25.273469387755103
145,10,23.43606557377049
146,9,25.66792452830189
147,8,29.666666666666657
148,7,20.33103448275862
149,6,24.91891891891892
150,5,25.163636363636364
151,4,25.673684210526314
152,3,15.025
153,2,16.596774193548388
154,1,26.063529411764705
155,0,14.478260869565217
156,12,37.4
157,11,24.273469387755103
158,10,22.628571428571423
159,9,22.66792452830189
160,8,26.666666666666657
161,7,15.331034482758621
162,6,23.91891891891892
163,5,25.163636363636364
164,4,23.673684210526314
165,3,8.025
166,2,19.596774193548388
167,1,30.063529411764705
168,0,12.478260869565217
169,12,37.4
170,11,25.273469387755103
171,10,23.628571428571423
172,9,18.66792452830189
173,8,27.666666666666657
174,7,19.33103448275862
175,6,21.91891891891892
176,5,18.163636363636364
177,4,23.673684210526314
178,3,13.025
179,2,22.596774193548388
180,1,31.063529411764705
181,0,13.478260869565217
182,12,36.4
183,11,26.273469387755103
184,10,27.24375
185,9,24.925
186,8,26.666666666666657
187,7,19.33103448275862
188,6,23.1875
189,5,23.529032258064515
190,4,19.673684210526314
191,3,13.025
192,2,19.25
193,1,31.063529411764705
194,0,14.478260869565217
195,12,35.4
196,11,22.273469387755103
197,10,27.24375
198,9,22.66792452830189
199,8,32.66666666666666
200,7,20.33103448275862
201,6,20.846153846153847
202,5,19.529032258064515
203,4,23.673684210526314
204,3,12.025
205,2,18.25
206,1,27.063529411764705
207,0,14.478260869565217
208,12,37.92876712328767
209,11,23.273469387755103
210,10,21.24375
211,9,23.66792452830189
212,8,32.66666666666666
213,7,18.33103448275862
214,6,19.846153846153847
215,5,22.529032258064515
216,4,20.673684210526314
217,3,15.23
218,2,17.25
219,1,30.063529411764705
220,0,11.478260869565217
221,12,36.4
222,11,24.273469387755103
223,10,21.24375
224,9,20.66792452830189
225,8,32.66666666666666
226,7,16.33103448275862
227,6,23.846153846153847
228,5,24.529032258064515
229,4,26.673684210526314
230,3,11.025
231,2,21.918032786885245
232,1,28.063529411764705
233,0,13.478260869565217
234,12,34.4
235,11,22.273469387755103
236,10,22.24375
237,9,19.66792452830189
238,8,32.66666666666666
239,7,17.33103448275862
240,6,17.846153846153847
241,5,26.529032258064515
242,4,25.673684210526314
243,3,11.025
